model,question_id,scenario,benchmark,score
gemini-3.1-flash-lite-preview,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
qwen3.5-plus,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
gpt-4.1,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-8b,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ea3ba5444b8f31ef575799,hle,validate_csv,0
gemini-2.5-flash,66ea216e142383cfe2f74fde,hle,validate_csv,0
gpt-5.2,66ea3ba5444b8f31ef575799,hle,validate_csv,1
openai/gpt-4o-2024-05-13,66ea3ba5444b8f31ef575799,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ea3ba5444b8f31ef575799,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-32b,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
gemini-2.5-flash,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
qwen3-30b-a3b,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-32b,66ea3ba5444b8f31ef575799,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3.5-plus,66ea3ba5444b8f31ef575799,hle,validate_csv,1
openai/gpt-4o-2024-05-13,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3-4b,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-8b,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
qwen3-14b,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-max,66ea2cc3c602e2b991ae8aba,hle,validate_csv,0
openai/o3-mini-2025-01-31,66ea3ba5444b8f31ef575799,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
gemini-2.5-flash,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-30b-a3b,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ea3ba5444b8f31ef575799,hle,validate_csv,0
openai/o3-mini-2025-01-31,66e9173256ec303aa22ccd37,hle,validate_csv,0
qwen3-4b,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3-max,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3-max,66e9173256ec303aa22ccd37,hle,validate_csv,1
qwen3-max,66ea3ba5444b8f31ef575799,hle,validate_csv,0
qwen3-32b,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
gpt-4.1,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3.5-plus,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3-8b,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3-14b,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
gemini-2.5-flash,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ea70cd3d800a43340dd4d0,hle,validate_csv,1
openai/gpt-4o-2024-08-06,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-32b,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-4b,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-235b-a22b,66ea70cd3d800a43340dd4d0,hle,validate_csv,1
gpt-5.2,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-30b-a3b,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gpt-4.1,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gpt-5,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,1
openai/o3-mini-2025-01-31,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
openai/o3-mini-2025-01-31,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3.5-plus,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-14b,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-8b,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ea70cd3d800a43340dd4d0,hle,validate_csv,1
qwen3-235b-a22b,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gpt-5.2,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen3-max,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gemini-2.5-pro-nothinking,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ea70cd3d800a43340dd4d0,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
gpt-5,66ea70cd3d800a43340dd4d0,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
qwen3-30b-a3b,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ea70cd3d800a43340dd4d0,hle,validate_csv,1
gemini-2.5-flash,66eaa5ddc7a3252f0f3fe53f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-max,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen3.5-plus,66ec8ab4b489956467209e0c,hle,validate_csv,1
qwen3-4b,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen3-30b-a3b,66ec8ab4b489956467209e0c,hle,validate_csv,0
gemini-2.5-pro-nothinking,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen3-8b,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-8b,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-32b,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-2.5-flash,66ec8ab4b489956467209e0c,hle,validate_csv,0
gemini-2.5-pro-nothinking,66e9173256ec303aa22ccd37,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ec8ab4b489956467209e0c,hle,validate_csv,0
gpt-4.1,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-4b,66ec8ab4b489956467209e0c,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66e9173256ec303aa22ccd37,hle,validate_csv,0
qwen3-14b,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen3-14b,66ed2fb252c07b4611580699,hle,validate_csv,0
qwen3-235b-a22b,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ec8ab4b489956467209e0c,hle,validate_csv,0
openai/o3-mini-2025-01-31,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-32b,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ec8ab4b489956467209e0c,hle,validate_csv,0
gpt-5.2,66ec8ab4b489956467209e0c,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen3-14b,66ec8ab4b489956467209e0c,hle,validate_csv,0
gpt-5,66ec8ab4b489956467209e0c,hle,validate_csv,0
qwen3-4b,66ed2fb252c07b4611580699,hle,validate_csv,0
gpt-4.1,66ed2fb252c07b4611580699,hle,validate_csv,0
openai/o3-mini-2025-01-31,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ed2fb252c07b4611580699,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ed2fb252c07b4611580699,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-2.5-flash,66ed2fb252c07b4611580699,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ed2fb252c07b4611580699,hle,validate_csv,0
gpt-5.2,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
qwen3.5-plus,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-2.5-flash,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ed2fb252c07b4611580699,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,66ed2fb252c07b4611580699,hle,validate_csv,0
qwen3-8b,66ed2fb252c07b4611580699,hle,validate_csv,0
qwen3.5-plus,66ed2fb252c07b4611580699,hle,validate_csv,1
qwen3-30b-a3b,66ed2fb252c07b4611580699,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ed2fb252c07b4611580699,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66ed3c5dae789e6253eedddd,hle,validate_csv,0
gpt-4.1,66eb105d5f6e64fbae56b0fe,hle,validate_csv,0
gpt-5.2,66ed2fb252c07b4611580699,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ed3c5dae789e6253eedddd,hle,validate_csv,0
gpt-5.2,66ed3c5dae789e6253eedddd,hle,validate_csv,0
gpt-4.1,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-max,66ed2fb252c07b4611580699,hle,validate_csv,0
qwen3-8b,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-max,66ed3c5dae789e6253eedddd,hle,validate_csv,0
openai/o3-mini-2025-01-31,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-4b,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3.5-plus,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-14b,66ed3c5dae789e6253eedddd,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ed3c5dae789e6253eedddd,hle,validate_csv,0
gemini-2.5-flash,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-30b-a3b,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-32b,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-32b,66ed2fb252c07b4611580699,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ed3c5dae789e6253eedddd,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ed3c5dae789e6253eedddd,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ed2fb252c07b4611580699,hle,validate_csv,0
gpt-5.2,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gpt-4.1,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
qwen3-max,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,1
openai/gpt-4o-2024-05-13,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
qwen3-30b-a3b,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
qwen3-14b,66e9173256ec303aa22ccd37,hle,validate_csv,0
qwen3-max,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
gpt-4.1,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-30b-a3b,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3.5-plus,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-14b,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-32b,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-14b,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-32b,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-4b,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-max,66ec8ab4b489956467209e0c,hle,validate_csv,1
qwen3-4b,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-235b-a22b,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-8b,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ed80da7c4ab15ec9270e94,hle,validate_csv,1
qwen3-8b,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
qwen3.5-plus,66ed80da7c4ab15ec9270e94,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
qwen3-4b,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ed93471cbe5da13351cd67,hle,validate_csv,0
openai/o3-mini-2025-01-31,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
qwen3-8b,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gemini-2.5-flash,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ed80da7c4ab15ec9270e94,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-30b-a3b,66ed93471cbe5da13351cd67,hle,validate_csv,0
gemini-2.5-flash,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-4b,66ed93471cbe5da13351cd67,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ed93471cbe5da13351cd67,hle,validate_csv,0
gpt-4.1,66ed93471cbe5da13351cd67,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3.5-plus,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
gpt-5.2,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66edb74f98f720a96783bd0e,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-235b-a22b,66ed93471cbe5da13351cd67,hle,validate_csv,0
gemini-2.5-flash,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-14b,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-14b,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3.5-plus,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-max,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
openai/o3-mini-2025-01-31,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,66ed93471cbe5da13351cd67,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ed5e6a1d24f687ee9b06d1,hle,validate_csv,0
qwen3-max,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-32b,66ed93471cbe5da13351cd67,hle,validate_csv,0
gpt-5.2,66edb74f98f720a96783bd0e,hle,validate_csv,0
gpt-5.2,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen3-30b-a3b,66edb74f98f720a96783bd0e,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3-4b,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3-8b,66ed93471cbe5da13351cd67,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66edb74f98f720a96783bd0e,hle,validate_csv,0
openai/o3-mini-2025-01-31,66edb74f98f720a96783bd0e,hle,validate_csv,1
gemini-2.5-pro-nothinking,66edb74f98f720a96783bd0e,hle,validate_csv,0
gpt-4.1,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3-32b,66edb74f98f720a96783bd0e,hle,validate_csv,0
gpt-5,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-14b,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3-8b,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66edb74f98f720a96783bd0e,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ed93471cbe5da13351cd67,hle,validate_csv,0
gemini-2.5-flash,66edb74f98f720a96783bd0e,hle,validate_csv,0
gemini-2.5-flash,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-max,66edb74f98f720a96783bd0e,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gpt-5.2,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3-4b,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3-30b-a3b,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gpt-5,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-2.5-pro-nothinking,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3.5-plus,66edb74f98f720a96783bd0e,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66edb74f98f720a96783bd0e,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3-32b,66eeea0187ec4a6a04092e78,hle,validate_csv,0
openai/o3-mini-2025-01-31,66ef0afb2bfc879851eeb93f,hle,validate_csv,1
gpt-5.2,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-14b,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-2.5-flash,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-2.5-pro-nothinking,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-14b,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-8b,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
gpt-4.1,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-max,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ef0afb2bfc879851eeb93f,hle,validate_csv,1
qwen3-30b-a3b,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
gemini-2.5-flash,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-8b,66eeea0187ec4a6a04092e78,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3-235b-a22b,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-max,66ef0afb2bfc879851eeb93f,hle,validate_csv,1
gpt-4.1,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3-4b,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-max,66efd054c04acd134cc4bb36,hle,validate_csv,0
gpt-4.1,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3.5-plus,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
qwen3-30b-a3b,66efd054c04acd134cc4bb36,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66efd054c04acd134cc4bb36,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66efd054c04acd134cc4bb36,hle,validate_csv,0
gemini-2.5-pro-nothinking,66efd054c04acd134cc4bb36,hle,validate_csv,0
qwen3-32b,66efd054c04acd134cc4bb36,hle,validate_csv,1
qwen3-14b,66efd054c04acd134cc4bb36,hle,validate_csv,0
gpt-5.2,66efd054c04acd134cc4bb36,hle,validate_csv,0
openai/o3-mini-2025-01-31,66eeea0187ec4a6a04092e78,hle,validate_csv,0
qwen3-32b,66ef0afb2bfc879851eeb93f,hle,validate_csv,0
openai/o3-mini-2025-01-31,66efd054c04acd134cc4bb36,hle,validate_csv,0
qwen3-4b,66efd054c04acd134cc4bb36,hle,validate_csv,0
gpt-4.1,66efd054c04acd134cc4bb36,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66efd054c04acd134cc4bb36,hle,validate_csv,0
gpt-5,66efd054c04acd134cc4bb36,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,66efd054c04acd134cc4bb36,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66efd054c04acd134cc4bb36,hle,validate_csv,1
qwen3-8b,66efd054c04acd134cc4bb36,hle,validate_csv,0
qwen3.5-plus,66efd054c04acd134cc4bb36,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66efd054c04acd134cc4bb36,hle,validate_csv,0
gemini-3.1-flash-lite-preview,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,66efd054c04acd134cc4bb36,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66eeea0187ec4a6a04092e78,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66ed3e7cd841eb51a985ca7f,hle,validate_csv,1
gemini-2.5-flash,66efd054c04acd134cc4bb36,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66f0247d8777dcd82dba8253,hle,validate_csv,1
qwen3-30b-a3b,66f0ed63707a9da209d68e4f,hle,validate_csv,0
gpt-5.2,66f0247d8777dcd82dba8253,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3-14b,66f0ed63707a9da209d68e4f,hle,validate_csv,0
gemini-2.5-pro-nothinking,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
qwen3-4b,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,66f0ed63707a9da209d68e4f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3.5-plus,66f0247d8777dcd82dba8253,hle,validate_csv,1
gpt-5.2,66f0ed63707a9da209d68e4f,hle,validate_csv,0
gpt-4.1,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3-8b,66f0ed63707a9da209d68e4f,hle,validate_csv,0
gpt-4.1,66f0247d8777dcd82dba8253,hle,validate_csv,0
gpt-5.2,66ed3e7cd841eb51a985ca7f,hle,validate_csv,0
qwen3-14b,66f0247d8777dcd82dba8253,hle,validate_csv,0
qwen3.5-plus,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3-8b,66f0247d8777dcd82dba8253,hle,validate_csv,1
gemini-3.1-flash-lite-preview,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,66f0ed63707a9da209d68e4f,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,66f0ed63707a9da209d68e4f,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66f20ebbe54b6b68fc3062d3,hle,validate_csv,0
qwen3-32b,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3-max,66f0247d8777dcd82dba8253,hle,validate_csv,0
openai/gpt-4o-2024-08-06,66f0247d8777dcd82dba8253,hle,validate_csv,0
qwen3-14b,66f20ebbe54b6b68fc3062d3,hle,validate_csv,0
openai/gpt-4o-2024-05-13,66f20ebbe54b6b68fc3062d3,hle,validate_csv,0
gpt-4.1,66f20ebbe54b6b68fc3062d3,hle,validate_csv,0
gemini-2.5-pro-nothinking,66f0247d8777dcd82dba8253,hle,validate_csv,0
gemini-2.5-flash,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen3-max,66f0ed63707a9da209d68e4f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,66f0ed63707a9da209d68e4f,hle,validate_csv,0
gemini-2.5-flash,66f0247d8777dcd82dba8253,hle,validate_csv,0
gpt-5,66f0247d8777dcd82dba8253,hle,validate_csv,0
